EXP_DATE,EFF_DATE,CORP_NAME,TRADE_NAME,LICENSEE,TAXKEY_NUMBER,HOUSE_NR,SDIR,STREET,STTYPE,ALDERMANIC_DISTRICT,POLICE_DISTRICT,LIC_TYPE,License Type Full Name,TOT_CAP,ROOM_CAP,TAXKEY
9/24/2020,9/10/2019,"JJH VALLEY INN, LLC",VALLEY INN,"JAMES J HUTTERER, Agt",4020239000,4000,W,CLYBOURN,ST,10,3,BTAVN,Class B Tavern License,72,,4020239000
11/29/2020,11/5/2019,MKE Hospitality LLC,Hampton Inn,"Ryan T Bazan, Agt",6880071100,1200,W,COLLEGE,AV,13,6,BTAVN,Class B Tavern License,,,6880071100
9/3/2020,9/13/2019,"Beau Chalet, LLC",Beerline Cafe,"Michael G Allen, Agt",3541611000,2076,N,COMMERCE,ST,6,5,BBEER,Class B Fermented Malt Beverage Retailer's License,,,3541611000
9/3/2020,9/13/2019,"Beau Chalet, LLC",Beerline Cafe,"Michael G Allen, Agt",3541611000,2076,N,COMMERCE,ST,6,5,CWINE,Class C Wine Retailer's License,,,3541611000
11/5/2020,10/15/2019,"DOMINIC & PHILIP, INC",DE MARINIS ORIGINAL RECIPES,"LUCIA R DE MARINIS, Agt",5010361000,1211,E,CONWAY,ST,14,6,BTAVN,Class B Tavern License,160,,5010361000
5/19/2020,5/7/2019,"FRANK'S NEWPORT, LLC",THE NEWPORT LOUNGE,"FRANCIS C CREED, Agt",5000224000,939,E,CONWAY,ST,14,6,BTAVN,Class B Tavern License,80,,5000224000
1/13/2020,1/14/2019,"Palermo Villa, Inc",Pizzeria 3301,"Laurie Ann Fallucca, Agt",4240311100,3301,W,Canal,ST,8,3,CWINE,Class C Wine Retailer's License,,,4240311100
1/13/2020,1/14/2019,"Palermo Villa, Inc",Pizzeria 3301,"Laurie Ann Fallucca, Agt",4240311100,3301,W,Canal,ST,8,3,BBEER,Class B Fermented Malt Beverage Retailer's License,,,4240311100
10/18/2020,9/24/2019,PW Retail Foods LLC,Piggly Wiggly Supermarket #35,"Robert L Jones, II, Agt",2740491000,709,E,Capitol,DR,6,5,ALQML,Class A Malt & Class A Liquor License,,,2740491000
12/6/2019,12/7/2018,"Whiskey Still, LLC",BNB Cap Tap,"Bill G Farrow, Agt",2680183100,4221,W,Capitol,DR,7,7,BTAVN,Class B Tavern License,79,,2680183100
10/24/2020,10/15/2019,DN Group LLC,Best Buy Liquor,"Navneet K Randhawa, Agt",2480655000,4426,W,Capitol,DR,7,7,ALQML,Class A Malt & Class A Liquor License,,,2480655000
11/13/2020,11/5/2019,"Mega Marts, LLC",Pick N Save #6365,"PRINCESS Y THOMAS, Agt",2490872000,5700,W,Capitol,DR,2,7,ALQML,Class A Malt & Class A Liquor License,,,2490872000
7/24/2020,7/25/2019,"Chamber East Food Two, Inc",Chamber East Food Two,"Davinderjit Kaur, Agt",3131113000,200,E,Center,ST,6,5,AMALT,Class A Fermented Malt Beverage Retailer's License,,,3131113000
2/6/2020,1/14/2019,"Gurnoor Food Mart, Inc",Gurnoor Food Mart,"Jaswinder Singh, Agt",3131113000,200,E,Center,ST,6,5,AMALT,Class A Fermented Malt Beverage Retailer's License,,,3131113000
12/16/2019,11/28/2018,Center Street Liquor Store Inc,Center Street Liquor Store,"Charanjit Kaur, Agt",3211748000,513,E,Center,ST,6,5,ALQML,Class A Malt & Class A Liquor License,,,3211748000
7/15/2020,6/21/2019,"Mad Planet 2, LLC",The Mad Planet,"ROSEMARY S SILAGY, Agt",3211735000,533,E,Center,ST,6,5,BTAVN,Class B Tavern License,,,3211735000
7/21/2020,7/9/2019,Fly By Night LLC,High Dive,"JASON R MC BRADY, Agt",3210760000,701,E,Center,ST,3,5,BTAVN,Class B Tavern License,67,,3210760000
2/26/2020,2/5/2019,Company Brewing LLC,Company Brewing,"George D Bregar, Agt",3210753100,735,E,Center,ST,3,5,BTAVN,Class B Tavern License,150,,3210753100
5/14/2020,5/15/2019,Two P's in a Pod Inc,Bar Centro,"MARGARET M KARPFINGER, Agt",3140040000,804,E,Center,ST,3,5,BTAVN,Class B Tavern License,,,3140040000
1/22/2020,1/23/2019,Heiress Lounge & Networking Cafe Inc,Heiress Lounge & Networking Cafe,"MARCUS C SHAW, Agt",3140023000,906,E,Center,ST,3,5,BTAVN,Class B Tavern License,49,,3140023000
8/2/2020,8/6/2019,Ludhiana Inc,Li'l General,"KENNETH R HALSELL, Agt",3220079000,233,W,Center,ST,6,5,ALIQR,Class A Retailer's Intoxicating Liquor License,,,3220079000
8/2/2020,8/7/2019,Ludhiana Inc,Li'l General,"KENNETH R HALSELL, Agt",3220079000,233,W,Center,ST,6,5,AMALT,Class A Fermented Malt Beverage Retailer's License,,,3220079000
3/10/2020,2/28/2019,Center Street Foods LLC,Center Street Foods,"Jay HADDAD, Agt",3070992000,4630,W,Center,ST,7,7,AMALT,Class A Fermented Malt Beverage Retailer's License,,,3070992000
7/24/2020,7/9/2019,"Ansh Petroleum, Inc.",Hannawi Meat and Deli,"Satpal Singh, Agt",3280407000,4737,W,Center,ST,15,3,AMALT,Class A Fermented Malt Beverage Retailer's License,,,3280407000
4/11/2020,4/16/2019,Miss Molly's Pastries LLC,Miss Molly's Cafe and Pastry Shop,"Molly H Sullivan, Agt",3340101000,9201,W,Center,ST,5,7,BBEER,Class B Fermented Malt Beverage Retailer's License,,,3340101000
4/11/2020,4/16/2019,Miss Molly's Pastries LLC,Miss Molly's Cafe and Pastry Shop,"Molly H Sullivan, Agt",3340101000,9201,W,Center,ST,5,7,CWINE,Class C Wine Retailer's License,,,3340101000
4/21/2020,3/26/2019,Chamber East Food Market LLC,Chamber East Food,"Davinderjit Kaur, Agt",3130715100,200,E,Chambers,ST,6,5,AMALT,Class A Fermented Malt Beverage Retailer's License,,,3130715100
3/25/2020,3/27/2019,Lorenzo's,Lorenzo's,"TERRY D CLINCY, Agt",3611253100,1218,W,Cherry,ST,15,3,BTAVN,Class B Tavern License,65,,3611253100
10/15/2020,9/26/2019,Sweet Diner LLC,Sweet Diner,"George S Prassas, Agt",3960411000,239,E,Chicago,ST,4,1,BTAVN,Class B Tavern License,,,3920977110
6/16/2020,5/29/2019,Kimpton Hotel & Restaurant Group LLC,Journeyman Hotel,"Patrick J Gaskin, Agt",3921027000,310,E,Chicago,ST,4,1,BTAVN,Class B Tavern License,,,3921027000
9/4/2020,7/30/2019,Woori Corp,Kanpai,"Jongsoo Kim, Agt",3921071110,408,E,Chicago,ST,4,1,BTAVN,Class B Tavern License,99,,3921071110
9/22/2020,9/12/2019,BRG ICC LLC,Bartolotta Catering & Events at the Italian Community Center,"JOHN M WISE, Agt",3960021110,631,E,Chicago,ST,4,1,BTAVN,Class B Tavern License,598,"299 West Ballroom, 299 Grand Ballroom",3960021110
6/30/2020,6/18/2019,Falcon Bowl,Falcon Bowl,"R Lynn Okopinski, SP",3210816000,801,E,Clarke,ST,3,5,BTAVN,Class B Tavern License,220,,3210816000
6/30/2020,6/18/2019,"ENCORE, INC",MONREAL'S ENCORE,"NICOLAS S MONREAL, Agt",4210101110,101,S,DANA,CT,10,3,BTAVN,Class B Tavern License,80,,4210101110
11/28/2020,11/5/2019,At Random Cocktail Lounge LLC,At Random,"JOHN M DYE, Agt",5010422000,2501,S,DELAWARE,AV,14,6,BTAVN,Class B Tavern License,90,,5010422000
1/20/2020,12/26/2018,ST BERNADETTE CONGREGATION,ST BERNADETTE CONGREGATION,"William J Zirbes, Agt",,8202,W,DENVER,AV,9,4,BBEER,Class B Fermented Malt Beverage Retailer's License,,,1189998113
6/30/2020,6/18/2019,THE SQUIRREL CAGE,THE SQUIRREL CAGE,"PATRICIA L ULIK, SP",3201241000,2402,N,DOUSMAN,ST,3,5,BTAVN,Class B Tavern License,25,,3201241000
9/3/2020,9/4/2019,Tabaria LLC,Sunny Days Foods,"MOHAMMAD I EL-HASSAN, Agt",3200721000,2500,N,DOUSMAN,ST,3,5,AMALT,Class A Fermented Malt Beverage Retailer's License,,,3200721000
2/4/2020,2/5/2019,Gee Willickers LLC,Gee Willickers,"Susan A Strege, Agt",3200221000,2578,N,DOUSMAN,ST,3,5,BTAVN,Class B Tavern License,25,,3200221000
11/2/2020,10/15/2019,CAFE HOLLANDER DOWNER AVE LLC,CAFE HOLLANDER,"ERIC G WAGNER, Agt",3180591000,2608,N,DOWNER,AV,3,1,BTAVN,Class B Tavern License,200,"1st floor = 147, 2nd floor = 49, basement =4",3180591000
9/28/2020,9/4/2019,BelAir Cantina Downer Inc,BelAir Cantina Downer,"KRISTYN A Eitel, Agt",3190305000,2625,N,DOWNER,AV,3,1,BTAVN,Class B Tavern License,150,,3190305000
7/11/2020,6/18/2019,"KCS WINE & SPIRITS, INC",DOWNER WINE & SPIRITS,"MARK G NORD, Agt",,2638,N,DOWNER,AV,3,1,ALQML,Class A Malt & Class A Liquor License,,,3180591000
8/27/2020,7/30/2019,Las 7 Estrellas LLC,Las 7 Estrellas,"Jorge Ventura Ramirez, Agt",5051148100,112,E,Dakota,ST,14,6,BTAVN,Class B Tavern License,,,5051148100
2/20/2020,2/21/2019,Little Cancun 2 LLC,Little Cancun,"Veronica M Cervera, Agt",5020065000,3040,S,Delaware,AV,14,6,BTAVN,Class B Tavern License,,,5020065000
4/13/2020,3/27/2019,Cinema Beverages Holding Company LLC,Downer Theatre,"DEBORAH TZORTZOS, Agt",3191361000,2589,N,Downer,AV,3,1,BTAVN,Class B Tavern License,465,,3191361000
6/10/2020,5/29/2019,"Za Man, LLC",Pizza Man,"Scott J Lurie, Agt",3191361000,2595,N,Downer,AV,3,1,BTAVN,Class B Tavern License,,,3191361000
10/14/2020,9/24/2019,"Nehring's Sendik's on Downer, LLC",Nehring's Sendik's on Downer,"ANNE C FINCH-NEHRING, Agt",3190301110,2643,N,Downer,AV,3,1,BTAVN,Class B Tavern License,,,3190301110
5/10/2020,4/23/2019,Giri Corporation,Stone Creek Coffee,"Eric A Resch, Agt",3180591000,2650,N,Downer,AV,3,1,BBEER,Class B Fermented Malt Beverage Retailer's License,,,3180591000
5/10/2020,4/16/2019,Giri Corporation,Stone Creek Coffee,"Eric A Resch, Agt",3180591000,2650,N,Downer,AV,3,1,CWINE,Class C Wine Retailer's License,144,,3180591000
6/2/2020,5/7/2019,"RIVER HOUSE RESTAURANT, INC",VagaBond,"ROBERT C SCHMIDT, JR, Agt",3921209100,1122,N,EDISON,ST,4,1,BTAVN,Class B Tavern License,150,,3921209100
7/19/2020,7/9/2019,Dan Dan LLC,Dan Dan,"Daniel P Jacobs, Agt",,360,E,ERIE,ST,4,1,BTAVN,Class B Tavern License,165,,0
12/3/2019,12/6/2018,NACAR LLC,Riverfront Pizzeria Bar & Grill,"ARTURO NAPOLES CARRERA, Agt",4290231000,509,E,ERIE,ST,4,1,BTAVN,Class B Tavern License,300,,4290231000
5/10/2020,4/16/2019,goRi Food Entertainment Inc,Char'd,"Jongsoo Kim, Agt",3920972100,222,E,Erie,ST,4,1,BTAVN,Class B Tavern License,,,3920972100
3/25/2020,2/27/2019,"Hungry Sailor, Inc",Milwaukee Sail Loft,"JEFFREY G REINBOLD, Agt",4290123110,649,E,Erie,ST,4,1,BTAVN,Class B Tavern License,300,,4290123110
10/13/2020,9/24/2019,"R C M V, INC",FAIRVIEW TAP,"CHRISTOPHER L VARSOS, Agt",,6712,W,FAIRVIEW,AV,10,3,BTAVN,Class B Tavern License,80,,4050814100
7/30/2020,7/9/2019,MAXIE'S MILWAUKEE LLC,MAXIE'S,"DANIEL S SIDNER, Agt",4050810100,6732,W,FAIRVIEW,AV,10,3,BTAVN,Class B Tavern License,288,,4050810100
10/31/2020,11/1/2019,"SHANK HALL, INC",SHANK HALL,"TRACY L ROE, Agt",3590805000,1434,N,FARWELL,AV,3,1,BTAVN,Class B Tavern License,,,3590805000
11/5/2020,11/15/2019,"METCALFE RESTAURANT, INC",The Pasta Tree Restaurant & Wine Bar,"SUZZETTE R METCALFE, Agt",3590265000,1503,N,FARWELL,AV,3,1,BTAVN,Class B Tavern License,75,,3590265000
9/22/2020,9/10/2019,"SATGUR CORPORATION, INC",MAHARAJA RESTAURANT,"BALBIR SINGH, Agt",3591022000,1550,N,FARWELL,AV,3,1,BTAVN,Class B Tavern License,300,,3591022000
1/4/2020,1/2/2019,"ZAFFIRO BROS, INC",ZAFFIRO'S PIZZA,"MICHAEL J ZAFFIRO, Agt",,1724,N,FARWELL,AV,3,1,BTAVN,Class B Tavern License,25,,3550010000
6/30/2020,6/18/2019,HALLIDAY'S IRISH PUB,HALLIDAY'S IRISH PUB,"ROSEMARY MANISCALCO, SP",3550022000,1729,N,FARWELL,AV,3,1,BTAVN,Class B Tavern License,80,,3550022000
10/29/2020,10/15/2019,EE SANE THAI LAO CUISINE,EE SANE THAI LAO CUISINE,"Prasith Nanthasane, SP",,1806,N,FARWELL,AV,3,1,BTAVN,Class B Tavern License,,NA,3550318000
1/15/2020,12/18/2018,"ETHIOPIAN COTTAGE RESTAURANT, INC",ETHIOPIAN COTTAGE RESTAURANT,"YIGLETU DEBEBE, Agt",,1824,N,FARWELL,AV,3,1,CWINE,Class C Wine Retailer's License,,,3550319000
1/15/2020,12/18/2018,"ETHIOPIAN COTTAGE RESTAURANT, INC",ETHIOPIAN COTTAGE RESTAURANT,"YITLETU DEBEBE, Agt",,1824,N,FARWELL,AV,3,1,BBEER,Class B Fermented Malt Beverage Retailer's License,75,,3550319000
2/27/2020,2/5/2019,Krikar LLC,Koppa's Fulbeli Deli,"Karthik B Pothumachi, Agt",3550479000,1940,N,FARWELL,AV,3,1,ALQML,Class A Malt & Class A Liquor License,,,3550479000
2/21/2020,2/5/2019,"COMET CAFE, INC",COMET CAFE,"LESLIE S MONTEMURRO, Agt",,1943,N,FARWELL,AV,3,1,BTAVN,Class B Tavern License,160,,3551776000
6/19/2020,6/20/2019,BENJAMIN'S FINE WINE & SPIRITS LLC,Waterford Wine Company,"BENJAMIN T CHRISTIANSEN, Agt",,2120,N,FARWELL,AV,3,1,BTAVN,Class B Tavern License,,,3560269111
4/24/2020,4/25/2019,"Simple Milwaukee, LLC",Simple Cafe,"Young Woan Cho, Agt",3560269111,2124,N,FARWELL,AV,3,1,BTAVN,Class B Tavern License,,,3560269111
4/12/2020,3/26/2019,"GPJ OF MILWAUKEE, INC",MA FISCHER'S,"HEIDI A PANAGIOTOPOULOS, Agt",3560281100,2214,N,FARWELL,AV,3,1,BTAVN,Class B Tavern License,240,NA,3560281100
4/12/2020,3/26/2019,"LANDMARK BARS, INC",LANDMARK LANES,"SLAVA TUZHILKOV, Agt",,2220,N,FARWELL,AV,3,1,BTAVN,Class B Tavern License,240,,3560282000
7/24/2020,9/4/2019,IFM Farwell LLC,Oriental Theatre,"Kristen C Heller, Agt",3560282000,2230,N,FARWELL,AV,3,1,BTAVN,Class B Tavern License,1834,,3560282000
5/16/2020,5/9/2019,RCW LLC,Lost Valley Cider Co,"Stuart E Rudolph, Agt",4280303100,408,W,FLORIDA,ST,12,1,BTAVN,Class B Tavern License,49,,4280303100
7/30/2020,7/9/2019,"Iron Horse Milwaukee, LLC",The Iron Horse Hotel,"TIMOTHY J DIXON, Agt",4280298112,500,W,FLORIDA,ST,12,2,BTAVN,Class B Tavern License,550,,4280298112
1/20/2020,12/18/2018,FOND DU LAC SUPER FOODS,FOND DU LAC SUPER FOODS,"SAMIRA M ABDALLAH, SP",1450422100,10212,W,FOND DU LAC,AV,5,4,ALQML,Class A Malt & Class A Liquor License,,,1450422100
6/2/2020,5/29/2019,"IN AETERNUM, INC",GENE BAR & GRILL,"EUGENE F SMITH, Agt",,3910,W,FOND DU LAC,AV,7,7,BTAVN,Class B Tavern License,120,,2879955000
3/4/2020,2/26/2019,"PARMSAT, INC",NORTHEND BEVERAGE II,"SATNAM S KHERA, Agt",2670677100,4409,W,FOND DU LAC,AV,7,7,ALQML,Class A Malt & Class A Liquor License,,,2670677100
1/21/2020,1/14/2019,JLJones LLC,Mr J's Lounge,"Jeffrey L Jones, Agt",2670101100,4610,W,FOND DU LAC,AV,7,7,BTAVN,Class B Tavern License,,,2670101100
5/8/2020,5/9/2019,5700 Court LLC,Court MVP Sports Bar + Grill,"Otis D Moore, Agt",2490707100,5700,W,FOND DU LAC,AV,7,7,BTAVN,Class B Tavern License,99,,2490707100
7/14/2020,7/9/2019,FREMO'S,FREMO'S,"PETER J FIUMEFREDDO, SP",,6449,W,FOND DU LAC,AV,2,7,BTAVN,Class B Tavern License,80,,2260591100
9/26/2020,9/20/2019,"THE STAGE, LLC",THE STAGE,"LAURA L LEWAND, Agt",2120283100,7200,W,FOND DU LAC,AV,2,7,BTAVN,Class B Tavern License,150,,2120283100
5/13/2020,5/14/2019,PROMOCIONES MEXICAS LLC,EL GRAN TEOCALLI,"PALOMA NAVA, Agt",4709977100,2011,W,FOREST HOME,AV,8,2,BTAVN,Class B Tavern License,282,,4709977100
10/11/2020,9/24/2019,MCFINAGIN LLC,BREW CITY TAP,"MARK S SILBER, Agt",4940259000,3105,W,FOREST HOME,AV,8,2,BTAVN,Class B Tavern License,80,,4940259000
7/31/2020,7/15/2019,"UNA CAFE, INC",UNA,"PETAR DJILAS, Agt",5318104000,4410,W,FOREST HOME,AV,11,6,BTAVN,Class B Tavern License,,NA,5319891000
9/26/2020,9/10/2019,"T C K  OF MILWAUKEE, INC",BRASS KEY RESTAURANT,"George Karas, Agt",5310139000,4952,W,FOREST HOME,AV,11,6,BTAVN,Class B Tavern License,99,,5310139000
6/30/2020,6/26/2019,SUGAR CANE TAVERN,SUGAR CANE TAVERN,"SHARON M NOWAK, SP",5729987110,6710,W,FOREST HOME,AV,11,6,BTAVN,Class B Tavern License,80,,5729987110
7/6/2020,7/5/2019,HOSED ON BRADY INC,HOSED ON BRADY,"DONNA R OLSON, Agt",,1689,N,FRANKLIN,PL,3,1,BTAVN,Class B Tavern License,80,,3590602000
8/2/2020,7/25/2019,1754 NFRANKLINBAR LLC,The Standard Tavern,"STEPHEN G GILBERTSON, Agt",3550860000,1754,N,FRANKLIN,PL,3,1,BTAVN,Class B Tavern License,78,,3550860000
4/8/2020,3/28/2019,Veggas Pub,Veggas Pub,"Craig A Pape, SP",3210402000,2479,N,FRATNEY,ST,3,5,BTAVN,Class B Tavern License,,,3210402000
1/19/2020,12/18/2018,Elephant Cafe LLC,Elephant Cafe LLC,"Prasith Nanthasane, Agt",3590264000,1505,N,Farwell,AV,3,1,BTAVN,Class B Tavern License,80,,3590264000
11/2/2020,11/1/2019,"Bharat Enterprise, Inc",Bharat Mart,"RAVI SACHDEVA, Agt",3590205100,1556,N,Farwell,AV,3,1,AMALT,Class A Fermented Malt Beverage Retailer's License,,,3590205100
10/14/2020,10/16/2019,"Ardent Milwaukee, LLC",Ardent,"Justin K Carlisle, Agt",3551411100,1749,N,Farwell,AV,3,1,BTAVN,Class B Tavern License,,,3551411100
6/25/2020,6/18/2019,Pho 43,Pho 43,"Dong D Banh, SP",3550318000,1814,N,Farwell,AV,3,1,BBEER,Class B Fermented Malt Beverage Retailer's License,49,,3550318000
6/25/2020,6/18/2019,Pho 43,Pho 43,"Dong D Banh, SP",3550318000,1814,N,Farwell,AV,3,1,CWINE,Class C Wine Retailer's License,,,3550318000
8/8/2020,8/9/2019,Hangout MKE Cafe & Lounge Co,Hangout MKE,"Rebecca M Riddle, Agt",3551723000,1819,N,Farwell,AV,3,1,BTAVN,Class B Tavern License,150,,3551723000
3/7/2020,2/26/2019,"PIZZA SHUTTLE, INC",PIZZA SHUTTLE,"MARK H GOLD, Agt",3550292000,1827,N,Farwell,AV,3,1,BTAVN,Class B Tavern License,150,,3550292000
3/30/2020,3/26/2019,"SPTresto, LLC",Rice N Roll Bistro,"Vorapong Tantiraksachai, Agt",3550242000,1952,N,Farwell,AV,3,1,BBEER,Class B Fermented Malt Beverage Retailer's License,,,3550242000
3/30/2020,3/27/2019,"SPTresto, LLC",Rice N Roll Bistro,"Vorapong Tantiraksachai, Agt",3550242000,1952,N,Farwell,AV,3,1,CWINE,Class C Wine Retailer's License,,,3550242000
12/16/2019,11/27/2018,"Stone Bowl Grill, LLC",Stone Bowl,"Young B Kim, Agt",3550242000,1958,N,Farwell,AV,3,1,BTAVN,Class B Tavern License,99,,3550242000
5/28/2020,5/8/2019,"Celesta, LLC",Celesta,"Melanie A Manuel, Agt",3551234000,1978,N,Farwell,AV,3,1,BTAVN,Class B Tavern License,,,3551234000
7/29/2020,7/30/2019,Good City Brewing LLC,Good City Brewing,"David C Dupee, Agt",3560269111,2108,N,Farwell,AV,3,1,CWINE,Class C Wine Retailer's License,,,3560269111
12/18/2019,11/30/2018,"Lin & Chen Fushimi, LLC",Fushimi Sushi Seafood Buffet,"Gui Lin, Agt",3560269111,2116,N,Farwell,AV,3,1,BTAVN,Class B Tavern License,,,3560269111
5/9/2020,5/10/2019,Black Gate LLC,Von Trier,"MARK A ZIERATH, Agt",3560290100,2235,N,Farwell,AV,3,1,BTAVN,Class B Tavern License,153,,3560290100
12/11/2019,12/12/2018,"Crossroads Collective, LLC",Crossroads Collective,"TIM B GOKHMAN, Agt",3560283000,2238,N,Farwell,AV,3,1,BTAVN,Class B Tavern License,,,3560283000
7/12/2020,6/26/2019,"Greige, LLC",Greige,"Jessica A Reinhardtsen, Agt",4280303100,408,W,Florida,ST,12,1,BTAVN,Class B Tavern License,,,4280303100
8/25/2020,8/26/2019,MJM Liquor,MJM Liquor,"JAMES E CANADY, SP",3250004000,2229,W,Fond Du Lac,AV,15,3,ALQML,Class A Malt & Class A Liquor License,,,3250004000
9/24/2020,10/4/2019,"Lucky & Bill, Inc",All For Us,"Baljinder Singh, Agt",2870412000,3500,W,Fond Du Lac,AV,7,7,AMALT,Class A Fermented Malt Beverage Retailer's License,,,2870412000
12/19/2019,10/15/2019,Vibez Creative Arts Space LLC,Vibez Creative Arts Space,"Chrishella R Carter, Agt",2870416110,3536,W,Fond Du Lac,AV,7,7,BTAVN,Class B Tavern License,,,2870416110
3/26/2020,3/27/2019,Comfort Zone Banquet Facilities LLC,Comfort Zone Banquet Facilities,"TRINA ECKFORD, Agt",2490011100,5526,W,Fond Du Lac,AV,7,7,BTAVN,Class B Tavern License,200,,2490011100
7/8/2020,7/9/2019,"Ahdream Entertainment, LLC",Eve Dining,"THOMAS J HOLMES, Agt",2260369100,6222,W,Fond Du Lac,AV,2,7,BTAVN,Class B Tavern License,,,2260369100
9/3/2020,9/4/2019,HT Liquor & Spirits LLC,HT Liquor & Spirits,"Hue T Vang, Agt",2260549000,6422,W,Fond Du Lac,AV,2,7,ALQML,Class A Malt & Class A Liquor License,,,2260549000
9/21/2020,9/4/2019,P&K Supermarket LLC,Food Town & Liquor,"Pawan Kumar, Agt",2260525110,6608,W,Fond Du Lac,AV,2,7,ALQML,Class A Malt & Class A Liquor License,,,2260525110
8/12/2020,8/13/2019,"Ravneet Liquor, Inc",ABC Beer & Liquor Depot,"KANWARVIR SINGH, Agt",3090390000,2816,W,Fond du Lac,AV,15,5,ALQML,Class A Malt & Class A Liquor License,,,3090390000
3/27/2020,3/28/2019,Nevey's LLC,Stark Food III,"CHARNJIT KAUR, Agt",2269997110,6315,W,Fond du Lac,AV,2,7,ALQML,Class A Malt & Class A Liquor License,,,2269997110
8/20/2020,10/17/2019,Forest Home Ave Chicken Palace LLC,Chicken Palace - Forest Home,"Rosa Isela Real Perez, Agt",4693301000,1937,W,Forest Home,AV,12,2,BTAVN,Class B Tavern License,71,,4693301000
7/26/2020,7/15/2019,Seven Star Liquor LLC,Seven Star Liquor,"JASJEET SINGH, Agt",4701203100,2223,W,Forest Home,AV,8,2,ALQML,Class A Malt & Class A Liquor License,,,4701203100
7/30/2020,7/9/2019,El Jimador Restaurant LLC,El Jimador Restaurant,"JOSE D ALVAREZ HERNANDEZ, Agt",5100116000,3447,W,Forest Home,AV,11,6,BTAVN,Class B Tavern License,,,5100116000
3/19/2020,2/27/2019,Tina's Market,Tina's Market,"Victor Lavrik, SP",3590414000,1518,N,Franklin,PL,3,1,AMALT,Class A Fermented Malt Beverage Retailer's License,,,3590414000
12/4/2019,11/6/2018,Bowls LLC,Bowls,"Andrew C Larson, Agt",4280282000,207,W,Freshwater,WA,12,1,CWINE,Class C Wine Retailer's License,,,4280282000
12/4/2019,11/6/2018,Bowls LLC,Bowls,"Andrew C Larson, Agt",4280282000,207,W,Freshwater,WA,12,1,BBEER,Class B Fermented Malt Beverage Retailer's License,,,4280282000
3/9/2020,2/26/2019,International Exports LLC,The Safe House,"Margaret E Williams-Smith, Agt",3922441000,779,N,Front,ST,4,1,BTAVN,Class B Tavern License,248,,3922441000
7/13/2020,7/11/2019,"ULTRA FOOD MART, INC",ULTRA FOOD MART,"ABDELHAKIM A FARES, Agt",3631301000,1701,W,GALENA,ST,15,3,AMALT,Class A Fermented Malt Beverage Retailer's License,,,3631301000
2/5/2020,1/14/2019,"MEGA MARTS, LLC",PICK 'N SAVE #882,"Nikole L Galvan, Agt",3551571000,1100,E,GARFIELD,AV,3,5,ALQML,Class A Malt & Class A Liquor License,,,3551571000
7/16/2020,6/18/2019,Garfields 502 LLC,Garfields 502,"JEWEL CURRIE, Agt",3530245100,502,W,GARFIELD,AV,6,5,BTAVN,Class B Tavern License,160,,3530245100
6/30/2020,6/18/2019,Benevolent & Protective Order of Elks Lodge 46,MILWAUKEE ELKS LODGE #46 BPO ELKS,"KEVIN J LONIEN, Agt",1210680000,5555,W,GOOD HOPE,RD,9,4,BTAVN,Class B Tavern License,576,,1210680000
11/10/2020,10/15/2019,MILWAUKEE KICKERS SOCCER CLUB INC,Uhlein Soccer Park,"Alvaro Garcia-Velez, Agt",1199999110,7101,W,GOOD HOPE,RD,9,4,BTAVN,Class B Tavern License,,NA,1199999110
7/27/2020,7/9/2019,"MEGA MARTS, LLC",PICK 'N SAVE #418,"ANNETTE EUELL-MOSLEY, Agt",1190051000,7401,W,GOOD HOPE,RD,9,4,ALQML,Class A Malt & Class A Liquor License,,,1190051000
4/14/2020,3/27/2019,"MANCHESTER LIQUOR, LLC",HYATT PLACE MILWAUKEE AIRPORT,"ANTHONY SILENO, JR, Agt",6419988111,200,W,GRANGE,AV,13,6,BTAVN,Class B Tavern License,300,,6419988111
3/7/2020,2/27/2019,PRIMOS PLACE,PRIMOS PLACE,"ENRIQUE TERRONES, SP",4693112000,1631,W,GRANT,ST,12,2,BTAVN,Class B Tavern License,161,"First Floor 62, Second Floor 99",4693112000
6/30/2020,6/18/2019,ANNA'S TAP,ANNA'S TAP,"SAMANTHA L RITCHIE, SP",4701724000,1838,W,GRANT,ST,12,2,BTAVN,Class B Tavern License,25,,4701724000
5/14/2020,5/7/2019,"ABDELAL, LLC",GRANT MARKET,"SAED F ABDELAL, Agt",4701306000,2100,W,GRANT,ST,8,2,AMALT,Class A Fermented Malt Beverage Retailer's License,,,4701306000
3/1/2020,3/6/2019,CHILLY WILLYS SALOON,CHILLY WILLYS SALOON,"DAVID W OLSON, SP",4710532000,3301,W,GRANT,ST,8,2,BTAVN,Class B Tavern License,25,,4710532000
11/19/2020,11/5/2019,Momo Mee INC,Momo Mee,"Tony W Ho, Agt",4311303000,110,E,GREENFIELD,AV,12,2,BTAVN,Class B Tavern License,150,,4311303000
7/24/2020,7/9/2019,"WISCONSIN INVESTMENT GROUP, INC",HARBOR ROOM,"EDWIN E CARVER, Agt",4620333000,117,E,GREENFIELD,AV,12,2,BTAVN,Class B Tavern License,160,"80 inside, 80 patio",4620333000
6/14/2020,5/15/2019,LA CARRETA VIEJA,LA CARRETA VIEJA,"ABEL SANTOS, SP",,1339,W,GREENFIELD,AV,12,2,BTAVN,Class B Tavern License,223,,4600811000
